YEAR,MO,DY,HR,CloudCover,SolarIrradiance,Temp2m,DewPoint2m,Humidity2m,SolarZenith,Forecasted_SW_DWN
2023,9,3,20,20.04,0.0,26.08,24.81,92.62,90.0,0.0
2023,9,3,21,18.91,0.0,25.75,24.7,93.88,90.0,0.0
2023,9,3,22,24.3,0.0,25.47,24.54,94.53,90.0,0.0
2023,9,3,23,26.71,0.0,25.23,24.36,94.84,90.0,0.0
2023,9,4,0,60.02,0.0,25.06,24.16,94.67,90.0,0.0
2023,9,4,1,21.36,0.0,24.96,23.99,94.33,90.0,0.0
2023,9,4,2,43.24,0.0,24.84,23.91,94.45,90.0,0.0
2023,9,4,3,12.54,0.0,24.55,23.84,95.85,90.0,0.0
2023,9,4,4,13.65,0.0,24.25,23.79,97.25,90.0,0.0
2023,9,4,5,89.25,9.1,24.18,23.85,98.01,87.74,13.57
2023,9,4,6,92.05,110.55,25.76,24.68,93.71,75.85,154.18
2023,9,4,7,96.87,251.35,27.41,24.8,85.64,62.87,370.73
2023,9,4,8,76.51,459.05,29.27,24.68,76.32,50.15,581.2
2023,9,4,9,45.81,597.5,30.61,24.8,71.16,38.19,756.0
2023,9,4,10,50.78,779.67,31.46,25.06,68.86,28.12,873.08
2023,9,4,11,59.04,822.15,32.04,25.24,67.36,22.77,902.78
2023,9,4,12,41.54,812.83,32.39,25.34,66.45,25.38,885.22
2023,9,4,13,29.72,696.55,32.47,25.35,66.16,34.15,795.47
2023,9,4,14,53.98,553.95,32.35,25.24,66.23,45.62,645.42
2023,9,4,15,54.44,370.15,32.0,25.2,67.32,58.14,448.77
2023,9,4,16,72.96,166.12,31.65,25.54,70.21,71.07,231.98
2023,9,4,17,81.95,35.92,30.42,25.41,74.99,84.07,46.5
2023,9,4,18,94.88,0.0,28.81,25.99,84.77,90.0,0.0
2023,9,4,19,98.6,0.0,27.9,25.9,88.9,90.0,0.0
2023,9,4,20,97.92,0.0,27.21,25.66,91.19,90.0,0.0
2023,9,4,21,99.31,0.0,26.7,25.38,92.47,90.0,0.0
2023,9,4,22,99.64,0.0,26.28,25.16,93.55,90.0,0.0
2023,9,4,23,99.56,0.0,25.94,24.98,94.49,90.0,0.0
2023,9,5,0,99.42,0.0,25.7,24.87,95.19,90.0,0.0
2023,9,5,1,98.82,0.0,25.51,24.68,95.23,90.0,0.0
2023,9,5,2,99.19,0.0,25.29,24.45,95.2,90.0,0.0
2023,9,5,3,99.02,0.0,25.12,24.2,94.76,90.0,0.0
2023,9,5,4,99.45,0.0,24.99,23.94,94.01,90.0,0.0
2023,9,5,5,97.2,12.57,25.17,23.85,92.57,87.8,15.4
2023,9,5,6,95.71,123.62,27.63,25.07,86.06,75.95,182.0
2023,9,5,7,96.49,299.58,30.33,24.22,70.0,62.98,409.17
2023,9,5,8,82.92,497.4,31.51,23.84,64.1,50.29,619.6
2023,9,5,9,98.2,556.83,31.5,24.06,64.98,38.36,787.53
2023,9,5,10,79.57,714.33,31.69,24.59,66.2,28.37,899.4
2023,9,5,11,62.01,805.62,31.74,24.96,67.45,23.12,936.17
2023,9,5,12,54.88,842.17,31.76,25.15,68.12,25.74,915.92
2023,9,5,13,35.0,733.72,31.64,25.23,68.87,34.46,826.85
2023,9,5,14,52.31,590.97,31.36,25.22,69.98,45.89,678.28
2023,9,5,15,43.39,423.25,30.89,25.36,72.46,58.4,482.85
2023,9,5,16,77.72,194.65,30.13,25.76,77.6,71.32,261.58
2023,9,5,17,74.8,42.42,28.86,25.93,84.24,84.31,54.45
2023,9,5,18,98.78,0.0,27.53,25.91,90.86,90.0,0.0
2023,9,5,19,97.38,0.0,27.21,25.63,91.09,90.0,0.0
2023,9,5,20,98.97,0.0,26.94,25.38,91.22,90.0,0.0
2023,9,5,21,95.28,0.0,26.58,25.2,92.1,90.0,0.0
2023,9,5,22,98.46,0.0,26.07,25.03,93.91,90.0,0.0
2023,9,5,23,68.47,0.0,25.64,24.8,95.08,90.0,0.0
2023,9,6,0,64.59,0.0,25.38,24.61,95.46,90.0,0.0
2023,9,6,1,85.65,0.0,25.23,24.46,95.41,90.0,0.0
2023,9,6,2,67.56,0.0,25.09,24.26,95.2,90.0,0.0
2023,9,6,3,74.79,0.0,24.99,24.09,94.75,90.0,0.0
2023,9,6,4,78.85,0.0,24.98,23.88,93.62,90.0,0.0
2023,9,6,5,90.15,8.88,25.23,23.69,91.3,87.87,14.4
2023,9,6,6,92.55,99.55,27.1,24.76,87.13,76.06,171.3
2023,9,6,7,96.78,212.52,30.03,23.64,68.79,63.09,391.62
2023,9,6,8,96.66,327.95,33.1,21.45,50.64,50.42,598.58
2023,9,6,9,97.21,362.12,34.22,21.14,46.7,38.54,765.72
2023,9,6,10,99.71,449.58,33.64,22.46,52.17,28.63,877.25
2023,9,6,11,99.66,534.67,33.62,23.12,54.37,23.48,941.65
2023,9,6,12,93.82,711.67,33.06,23.55,57.54,26.11,919.2
2023,9,6,13,95.65,525.22,32.66,23.79,59.67,34.78,829.22
2023,9,6,14,96.79,466.12,32.28,23.98,61.68,46.18,680.3
2023,9,6,15,87.43,318.92,31.96,24.17,63.56,58.66,484.6
2023,9,6,16,82.85,177.45,31.47,23.9,64.3,71.57,262.38
2023,9,6,17,95.46,32.92,29.85,25.33,76.98,84.55,53.0
2023,9,6,18,99.03,0.0,28.51,25.45,83.52,90.0,0.0
2023,9,6,19,93.36,0.0,28.01,25.07,84.06,90.0,0.0
2023,9,6,20,94.49,0.0,27.51,24.71,84.75,90.0,0.0
2023,9,6,21,99.3,0.0,27.05,24.33,85.14,90.0,0.0
2023,9,6,22,98.65,0.0,26.8,23.8,83.67,90.0,0.0
2023,9,6,23,99.37,0.0,26.54,23.31,82.44,90.0,0.0
2023,9,7,0,98.25,0.0,26.05,23.09,83.74,90.0,0.0
2023,9,7,1,97.02,0.0,25.74,22.97,84.7,90.0,0.0
2023,9,7,2,99.51,0.0,25.83,22.68,82.8,90.0,0.0
2023,9,7,3,86.05,0.0,25.65,22.56,83.05,90.0,0.0
2023,9,7,4,83.64,0.0,24.85,22.64,87.56,90.0,0.0
2023,9,7,5,68.64,13.23,24.39,22.73,90.58,87.93,14.4
2023,9,7,6,77.13,140.12,26.11,23.18,83.88,76.16,174.9
2023,9,7,7,69.3,284.08,27.97,23.36,76.08,63.2,397.33
2023,9,7,8,79.31,489.55,29.52,23.61,70.55,50.55,605.97
2023,9,7,9,89.06,630.28,30.62,24.03,67.9,38.72,773.97
2023,9,7,10,73.49,773.55,31.43,24.44,66.45,28.9,885.78
2023,9,7,11,66.54,828.8,31.88,24.8,66.21,23.84,922.88
2023,9,7,12,62.69,784.55,31.97,25.05,66.88,26.48,901.15
2023,9,7,13,81.27,700.78,31.48,25.11,69.02,35.11,811.42
2023,9,7,14,53.4,591.0,30.68,25.26,72.81,46.46,662.2
2023,9,7,15,41.77,408.58,29.79,25.49,77.76,58.92,466.33
2023,9,7,16,22.88,221.07,28.98,25.27,80.42,71.83,245.6
2023,9,7,17,11.98,44.45,27.8,25.38,86.6,84.78,45.95
2023,9,7,18,59.37,0.0,26.85,25.25,90.91,90.0,0.0
2023,9,7,19,97.24,0.0,26.51,25.07,91.75,90.0,0.0
2023,9,7,20,99.56,0.0,26.33,24.9,91.78,90.0,0.0
2023,9,7,21,97.79,0.0,26.12,24.81,92.41,90.0,0.0
2023,9,7,22,88.5,0.0,25.81,24.68,93.43,90.0,0.0
2023,9,7,23,99.44,0.0,25.52,24.51,94.1,90.0,0.0
2023,9,8,0,99.79,0.0,25.31,24.36,94.43,90.0,0.0
2023,9,8,1,99.89,0.0,25.19,24.26,94.54,90.0,0.0
2023,9,8,2,99.84,0.0,25.14,24.21,94.58,90.0,0.0
2023,9,8,3,99.59,0.0,25.12,24.16,94.44,90.0,0.0
2023,9,8,4,99.51,0.0,25.1,24.04,93.93,90.0,0.0
2023,9,8,5,99.11,7.65,25.14,23.99,93.41,87.99,13.07
2023,9,8,6,97.24,59.53,26.43,24.82,90.82,76.27,165.57
2023,9,8,7,99.11,162.38,27.8,24.57,82.7,63.32,384.35
2023,9,8,8,99.64,273.2,30.55,22.82,63.53,50.69,590.53
2023,9,8,9,98.97,303.48,32.23,21.98,54.82,38.9,757.95
2023,9,8,10,99.58,376.48,32.46,22.02,54.26,29.16,869.38
2023,9,8,11,99.86,293.23,31.94,22.58,57.84,24.2,902.62
2023,9,8,12,99.75,328.27,32.0,22.75,58.14,26.85,882.35
2023,9,8,13,98.12,515.88,31.87,22.97,59.33,35.43,792.55
2023,9,8,14,99.53,421.52,31.86,23.24,60.42,46.75,643.55
2023,9,8,15,95.06,264.02,32.22,22.36,56.16,59.19,449.15
2023,9,8,16,91.79,117.57,31.52,22.39,58.66,72.08,232.27
2023,9,8,17,96.48,24.83,29.96,23.24,67.62,85.0,41.0
2023,9,8,18,99.65,0.0,28.03,24.79,82.81,90.0,0.0
2023,9,8,19,99.81,0.0,27.11,24.57,86.09,90.0,0.0
2023,9,8,20,99.8,0.0,26.52,24.57,89.11,90.0,0.0
2023,9,8,21,99.81,0.0,26.15,24.68,91.6,90.0,0.0
2023,9,8,22,100.0,0.0,25.79,24.6,93.2,90.0,0.0
2023,9,8,23,99.9,0.0,25.51,24.49,94.04,90.0,0.0
2023,9,9,0,100.0,0.0,25.3,24.29,94.2,90.0,0.0
2023,9,9,1,99.94,0.0,25.15,24.08,93.83,90.0,0.0
2023,9,9,2,99.51,0.0,25.02,23.85,93.27,90.0,0.0
2023,9,9,3,99.99,0.0,24.95,23.65,92.54,90.0,0.0
2023,9,9,4,99.82,0.0,24.91,23.52,91.96,90.0,0.0
2023,9,9,5,100.0,5.97,24.95,23.45,91.5,88.05,11.88
2023,9,9,6,100.0,40.62,26.3,23.85,86.42,76.38,153.0
2023,9,9,7,100.0,117.12,28.29,24.29,79.01,63.43,366.5
2023,9,9,8,98.09,160.02,29.08,24.4,76.03,50.83,571.85
2023,9,9,9,99.53,214.93,28.99,24.35,76.09,39.09,738.28
2023,9,9,10,97.64,217.32,29.07,24.55,76.62,29.43,847.0
2023,9,9,11,99.49,250.12,29.07,24.76,77.58,24.56,888.4
2023,9,9,12,98.97,242.35,28.94,24.88,78.67,27.22,865.28
2023,9,9,13,99.68,183.43,28.81,24.88,79.36,35.76,771.67
2023,9,9,14,97.4,137.1,28.61,24.89,80.28,47.04,615.88
2023,9,9,15,97.74,94.45,28.17,24.8,81.87,59.46,423.23
2023,9,9,16,98.55,57.4,27.37,24.81,85.93,72.34,210.55
2023,9,9,17,99.41,11.02,26.29,24.97,92.4,85.23,35.38
2023,9,9,18,99.63,0.0,25.42,24.75,95.99,90.0,0.0
2023,9,9,19,99.72,0.0,25.15,24.55,96.37,90.0,0.0
2023,9,9,20,99.57,0.0,24.97,24.34,96.29,90.0,0.0
2023,9,9,21,99.78,0.0,24.82,24.13,95.97,90.0,0.0
2023,9,9,22,99.74,0.0,24.65,23.79,95.01,90.0,0.0
2023,9,9,23,99.8,0.0,24.4,23.24,93.17,90.0,0.0
2023,9,10,0,99.89,0.0,24.14,22.77,92.06,90.0,0.0
2023,9,10,1,99.85,0.0,23.82,22.53,92.36,90.0,0.0
2023,9,10,2,99.8,0.0,23.62,22.39,92.76,90.0,0.0
2023,9,10,3,99.86,0.0,23.61,22.36,92.59,90.0,0.0
2023,9,10,4,99.86,0.0,23.59,22.4,92.92,90.0,0.0
2023,9,10,5,90.04,5.35,23.58,22.42,93.16,88.11,11.07
2023,9,10,6,96.48,14.9,23.85,22.67,93.04,76.49,139.3
2023,9,10,7,100.0,28.77,24.09,22.85,92.72,63.55,349.12
2023,9,10,8,100.0,91.85,24.35,23.11,92.67,50.97,557.72
2023,9,10,9,95.63,88.8,24.78,23.4,91.98,39.28,724.65
2023,9,10,10,100.0,236.38,25.5,23.83,90.51,29.7,837.85
2023,9,10,11,92.18,174.0,26.43,24.21,87.59,24.92,872.62
2023,9,10,12,95.22,116.03,27.33,24.51,84.64,27.6,851.22
2023,9,10,13,97.29,97.18,27.89,24.81,83.38,36.09,764.85
2023,9,10,14,91.42,111.6,28.0,24.97,83.61,47.33,622.03
2023,9,10,15,97.5,63.4,27.7,25.09,85.72,59.73,431.17
2023,9,10,16,100.0,28.62,27.25,25.07,87.91,72.6,218.57
2023,9,10,17,89.39,18.2,26.23,24.89,92.35,85.45,35.7
2023,9,10,18,100.0,0.0,25.26,24.4,94.97,90.0,0.0
2023,9,10,19,100.0,0.0,24.93,24.11,95.23,90.0,0.0
2023,9,10,20,100.0,0.0,24.7,23.9,95.23,90.0,0.0
2023,9,10,21,100.0,0.0,24.51,23.73,95.37,90.0,0.0
2023,9,10,22,100.0,0.0,24.31,23.55,95.52,90.0,0.0
2023,9,10,23,100.0,0.0,24.15,23.36,95.33,90.0,0.0
2023,9,11,0,100.0,0.0,24.08,23.18,94.74,90.0,0.0
2023,9,11,1,99.37,0.0,24.01,22.99,94.07,90.0,0.0
2023,9,11,2,99.47,0.0,23.98,22.8,93.13,90.0,0.0
2023,9,11,3,99.54,0.0,23.99,22.57,91.83,90.0,0.0
2023,9,11,4,99.51,0.0,24.03,22.32,90.19,90.0,0.0
2023,9,11,5,99.43,9.07,24.03,22.25,89.86,88.17,11.38
2023,9,11,6,98.33,53.8,25.66,23.68,88.9,76.6,153.05
2023,9,11,7,99.96,184.65,27.61,23.37,77.78,63.67,368.88
2023,9,11,8,94.41,325.35,28.63,23.42,73.52,51.11,579.05
2023,9,11,9,98.75,371.67,29.2,23.69,72.24,39.47,751.4
2023,9,11,10,83.22,599.78,29.72,24.25,72.56,29.98,864.03
2023,9,11,11,71.59,711.45,30.16,24.85,73.31,25.29,913.55
2023,9,11,12,48.32,695.3,30.39,25.16,73.68,27.97,889.08
2023,9,11,13,66.91,670.15,30.38,25.28,74.23,36.42,798.1
2023,9,11,14,67.5,513.03,30.05,25.28,75.64,47.63,648.15
2023,9,11,15,68.4,336.25,29.51,25.24,77.84,60.0,453.02
2023,9,11,16,62.29,162.45,28.68,25.4,82.5,72.87,233.15
2023,9,11,17,50.52,27.83,27.46,25.43,88.7,85.66,37.5
2023,9,11,18,53.31,0.0,26.25,25.07,93.21,90.0,0.0
2023,9,11,19,64.02,0.0,25.99,24.74,92.87,90.0,0.0
2023,9,11,20,67.18,0.0,25.61,24.53,93.79,90.0,0.0
2023,9,11,21,44.37,0.0,25.31,24.31,94.12,90.0,0.0
2023,9,11,22,43.19,0.0,25.23,24.0,92.94,90.0,0.0
2023,9,11,23,44.91,0.0,25.24,23.73,91.35,90.0,0.0
2023,9,12,0,45.05,0.0,25.25,23.47,89.9,90.0,0.0
2023,9,12,1,45.7,0.0,25.13,23.21,89.14,90.0,0.0
2023,9,12,2,70.43,0.0,24.78,22.97,89.65,90.0,0.0
2023,9,12,3,76.38,0.0,24.69,22.77,89.07,90.0,0.0
2023,9,12,4,68.71,0.0,24.72,22.59,87.94,90.0,0.0
2023,9,12,5,73.92,8.35,24.77,22.49,87.2,88.23,11.43
2023,9,12,6,54.14,141.25,26.4,23.85,85.95,76.71,161.23
2023,9,12,7,45.92,338.4,29.59,23.49,69.83,63.79,379.02
2023,9,12,8,22.2,559.8,31.64,22.56,58.71,51.26,584.03
2023,9,12,9,4.22,744.58,31.63,22.85,59.79,39.67,751.2
2023,9,12,10,18.85,823.67,31.62,23.4,61.82,30.26,858.12
2023,9,12,11,62.84,764.8,31.48,23.9,64.15,25.66,895.03
2023,9,12,12,67.18,693.9,31.34,24.24,66.06,28.35,873.67
2023,9,12,13,82.8,616.38,31.14,24.55,68.02,36.76,784.35
2023,9,12,14,57.98,519.12,30.88,24.73,69.79,47.92,635.95
2023,9,12,15,54.47,346.02,30.49,24.97,72.36,60.28,441.45
2023,9,12,16,60.57,165.88,30.06,25.28,75.66,73.13,223.8
2023,9,12,17,61.76,25.02,29.01,25.22,80.1,85.88,33.85
2023,9,12,18,51.25,0.0,27.82,25.45,86.93,90.0,0.0
2023,9,12,19,50.62,0.0,27.53,25.07,86.46,90.0,0.0
2023,9,12,20,50.28,0.0,27.18,24.83,86.95,90.0,0.0
2023,9,12,21,42.08,0.0,26.81,24.59,87.58,90.0,0.0
2023,9,12,22,61.14,0.0,26.27,24.53,90.06,90.0,0.0
2023,9,12,23,74.14,0.0,25.82,24.44,92.04,90.0,0.0
2023,9,13,0,73.67,0.0,25.49,24.3,93.15,90.0,0.0
2023,9,13,1,73.8,0.0,25.15,24.2,94.45,90.0,0.0
2023,9,13,2,66.58,0.0,24.94,24.1,95.07,90.0,0.0
2023,9,13,3,66.01,0.0,24.87,23.96,94.67,90.0,0.0
2023,9,13,4,70.13,0.0,24.86,23.76,93.55,90.0,0.0
2023,9,13,5,74.58,7.93,24.91,23.71,92.96,88.28,10.62
2023,9,13,6,63.15,106.3,26.39,24.53,89.48,76.82,151.55
2023,9,13,7,87.43,220.05,28.16,24.67,81.33,63.91,365.2
2023,9,13,8,85.11,360.52,28.99,24.75,77.88,51.41,569.15
2023,9,13,9,88.39,449.35,29.94,25.14,75.44,39.86,734.3
2023,9,13,10,69.27,667.03,30.92,25.47,72.81,30.54,843.47
2023,9,13,11,74.24,674.2,31.61,25.77,71.21,26.03,830.35
2023,9,13,12,64.9,631.22,31.94,25.98,70.76,28.73,811.55
2023,9,13,13,79.8,505.33,31.91,26.08,71.34,37.1,723.42
2023,9,13,14,83.08,364.23,31.6,26.22,73.19,48.22,576.12
2023,9,13,15,75.72,237.45,31.19,26.47,76.03,60.55,385.15
2023,9,13,16,67.17,128.8,30.36,26.55,80.15,73.4,182.38
2023,9,13,17,73.89,20.38,29.15,26.81,87.26,86.08,25.05
2023,9,13,18,49.55,0.0,28.08,26.66,91.97,90.0,0.0
2023,9,13,19,49.5,0.0,27.71,26.42,92.67,90.0,0.0
2023,9,13,20,61.3,0.0,27.35,26.22,93.55,90.0,0.0
2023,9,13,21,70.82,0.0,26.97,26.04,94.64,90.0,0.0
2023,9,13,22,71.54,0.0,26.63,25.89,95.64,90.0,0.0
2023,9,13,23,48.97,0.0,26.28,25.7,96.53,90.0,0.0
2023,9,14,0,47.44,0.0,25.99,25.52,97.12,90.0,0.0
2023,9,14,1,43.16,0.0,25.75,25.37,97.76,90.0,0.0
2023,9,14,2,54.69,0.0,25.61,25.29,98.0,90.0,0.0
2023,9,14,3,56.06,0.0,25.61,25.19,97.48,90.0,0.0
2023,9,14,4,53.11,0.0,25.57,25.07,96.93,90.0,0.0
2023,9,14,5,64.28,7.78,25.5,25.01,97.08,88.34,9.07
2023,9,14,6,82.1,89.47,26.31,25.42,94.83,76.93,128.68
2023,9,14,7,80.37,229.88,27.05,25.54,91.41,64.03,330.17
2023,9,14,8,92.3,380.3,27.62,25.73,89.45,51.56,537.45
2023,9,14,9,93.91,500.88,28.11,25.94,87.92,40.07,706.6
2023,9,14,10,71.16,597.7,28.57,26.04,86.12,30.82,819.78
2023,9,14,11,76.76,614.17,28.74,26.0,85.08,26.4,853.22
2023,9,14,12,77.78,595.6,28.85,25.98,84.47,29.12,837.9
2023,9,14,13,83.44,482.17,28.97,25.94,83.77,37.44,743.1
2023,9,14,14,90.91,367.08,28.96,25.87,83.43,48.53,592.6
2023,9,14,15,92.65,240.1,28.74,25.95,84.97,60.83,398.23
2023,9,14,16,91.26,108.03,28.66,25.51,83.17,73.66,189.32
2023,9,14,17,97.73,18.2,27.93,25.7,87.72,86.29,25.25
2023,9,14,18,98.26,0.0,27.45,24.96,86.39,90.0,0.0
2023,9,14,19,98.43,0.0,27.52,24.51,83.69,90.0,0.0
2023,9,14,20,97.78,0.0,27.29,24.39,84.12,90.0,0.0
2023,9,14,21,98.89,0.0,26.6,24.6,88.73,90.0,0.0
2023,9,14,22,90.98,0.0,26.12,24.64,91.53,90.0,0.0
2023,9,14,23,95.25,0.0,25.98,24.47,91.34,90.0,0.0
2023,9,15,0,99.14,0.0,25.98,24.3,90.4,90.0,0.0
2023,9,15,1,98.71,0.0,25.98,24.22,89.98,90.0,0.0
2023,9,15,2,99.92,0.0,25.94,24.16,89.93,90.0,0.0
2023,9,15,3,99.37,0.0,25.86,24.06,89.81,90.0,0.0
2023,9,15,4,99.24,0.0,25.8,23.97,89.56,90.0,0.0
2023,9,15,5,97.25,4.95,25.77,23.9,89.35,88.39,9.23
2023,9,15,6,81.39,48.42,27.14,25.16,88.94,77.04,135.0
2023,9,15,7,87.9,174.6,29.89,24.34,72.17,64.16,339.8
2023,9,15,8,95.0,275.17,31.71,24.19,64.48,51.71,543.17
2023,9,15,9,96.99,392.75,31.64,24.49,65.87,40.27,711.1
2023,9,15,10,100.0,499.27,31.59,25.15,68.77,31.11,825.45
2023,9,15,11,99.63,553.55,31.64,25.66,70.73,26.77,886.38
2023,9,15,12,99.29,651.22,31.47,25.9,72.39,29.5,861.92
2023,9,15,13,98.87,613.65,31.19,25.94,73.73,37.78,768.08
2023,9,15,14,91.51,464.67,30.73,25.92,75.55,48.83,617.1
2023,9,15,15,96.03,301.67,30.11,26.03,78.78,61.11,420.52
2023,9,15,16,95.65,143.32,29.38,26.15,82.75,73.93,203.3
2023,9,15,17,99.81,23.52,28.19,26.25,89.22,86.48,26.35
2023,9,15,18,97.85,0.0,27.35,26.1,92.86,90.0,0.0
2023,9,15,19,99.61,0.0,27.06,25.8,92.77,90.0,0.0
2023,9,15,20,99.61,0.0,26.61,25.61,94.22,90.0,0.0
2023,9,15,21,94.41,0.0,26.29,25.45,95.06,90.0,0.0
2023,9,15,22,99.48,0.0,26.07,25.33,95.72,90.0,0.0
2023,9,15,23,99.48,0.0,25.94,25.24,95.85,90.0,0.0
2023,9,16,0,99.62,0.0,25.79,25.1,95.91,90.0,0.0
2023,9,16,1,91.53,0.0,25.61,24.97,96.19,90.0,0.0
2023,9,16,2,88.29,0.0,25.32,24.69,96.3,90.0,0.0
2023,9,16,3,79.03,0.0,24.87,24.21,96.04,90.0,0.0
2023,9,16,4,95.1,0.0,24.49,23.81,95.86,90.0,0.0
2023,9,16,5,80.58,8.05,24.42,23.74,95.88,88.45,10.02
2023,9,16,6,98.82,34.53,24.88,24.04,95.03,77.15,152.27
2023,9,16,7,100.0,60.6,25.75,24.28,91.54,64.28,367.58
2023,9,16,8,100.0,103.3,26.49,24.26,87.52,51.86,567.12
2023,9,16,9,98.94,201.07,27.3,24.44,84.34,40.48,715.33
2023,9,16,10,100.0,261.4,28.08,24.59,81.35,31.4,824.58
2023,9,16,11,99.98,375.5,28.49,24.57,79.29,27.15,877.28
2023,9,16,12,96.55,531.67,28.72,24.57,78.25,29.88,850.83
2023,9,16,13,93.05,485.75,28.91,24.62,77.62,38.12,752.1
2023,9,16,14,89.64,462.02,28.93,24.69,77.88,49.13,584.42
2023,9,16,15,97.33,292.45,28.61,24.85,80.12,61.39,383.75
2023,9,16,16,96.22,133.55,27.93,25.17,84.97,74.2,182.55
2023,9,16,17,98.96,17.27,26.78,25.27,91.4,86.68,22.65
2023,9,16,18,99.54,0.0,25.85,25.01,95.07,90.0,0.0
2023,9,16,19,99.46,0.0,25.54,24.84,95.87,90.0,0.0
2023,9,16,20,100.0,0.0,25.35,24.73,96.24,90.0,0.0
2023,9,16,21,99.72,0.0,25.23,24.63,96.46,90.0,0.0
2023,9,16,22,99.75,0.0,25.16,24.55,96.4,90.0,0.0
2023,9,16,23,99.69,0.0,25.1,24.46,96.24,90.0,0.0
2023,9,17,0,99.79,0.0,25.06,24.36,95.85,90.0,0.0
2023,9,17,1,99.16,0.0,25.0,24.24,95.58,90.0,0.0
2023,9,17,2,99.35,0.0,24.95,24.16,95.35,90.0,0.0
2023,9,17,3,99.38,0.0,24.82,24.06,95.55,90.0,0.0
2023,9,17,4,99.27,0.0,24.69,23.96,95.67,90.0,0.0
2023,9,17,5,90.62,6.78,24.59,23.87,95.75,88.5,8.38
2023,9,17,6,97.19,56.1,25.3,24.4,94.77,77.27,131.38
2023,9,17,7,96.18,92.95,26.18,24.91,92.7,64.41,341.27
2023,9,17,8,100.0,75.43,27.15,25.13,88.73,52.02,559.1
2023,9,17,9,100.0,141.52,28.02,25.14,84.31,40.69,731.8
2023,9,17,10,100.0,141.7,28.71,25.12,80.96,31.69,844.6
2023,9,17,11,99.68,218.65,29.19,25.16,78.94,27.52,836.58
2023,9,17,12,99.91,292.52,29.38,25.22,78.34,30.27,814.6
2023,9,17,13,99.17,253.62,29.24,25.32,79.43,38.47,722.58
2023,9,17,14,99.84,282.92,28.85,25.53,82.37,49.44,571.35
2023,9,17,15,94.32,200.88,28.37,25.88,86.4,61.67,378.02
2023,9,17,16,86.39,107.65,27.67,25.88,90.02,74.47,171.18
2023,9,17,17,62.8,18.27,26.69,25.71,94.34,86.86,20.0
2023,9,17,18,36.04,0.0,26.06,25.32,95.73,90.0,0.0
2023,9,17,19,46.3,0.0,25.8,25.09,95.88,90.0,0.0
2023,9,17,20,37.2,0.0,25.57,24.91,96.08,90.0,0.0
2023,9,17,21,30.57,0.0,25.35,24.74,96.43,90.0,0.0
2023,9,17,22,88.1,0.0,25.16,24.61,96.76,90.0,0.0
2023,9,17,23,92.22,0.0,25.0,24.49,96.96,90.0,0.0
2023,9,18,0,94.58,0.0,24.83,24.36,97.14,90.0,0.0
2023,9,18,1,90.75,0.0,24.66,24.22,97.31,90.0,0.0
2023,9,18,2,87.45,0.0,24.49,24.06,97.45,90.0,0.0
2023,9,18,3,80.87,0.0,24.31,23.89,97.51,90.0,0.0
2023,9,18,4,82.65,0.0,24.13,23.73,97.63,90.0,0.0
2023,9,18,5,79.66,6.65,24.0,23.59,97.51,88.56,8.88
2023,9,18,6,97.24,110.75,24.81,24.11,95.86,77.38,145.1
2023,9,18,7,90.96,277.08,25.93,24.49,91.8,64.54,361.58
2023,9,18,8,51.97,481.3,27.32,24.38,84.07,52.18,567.58
2023,9,18,9,42.34,661.3,28.54,24.36,78.11,40.9,734.53
2023,9,18,10,55.21,704.15,29.55,24.51,74.31,31.99,844.05
2023,9,18,11,73.35,696.22,30.21,24.72,72.48,27.9,876.22
2023,9,18,12,49.3,682.2,30.57,24.89,71.74,30.66,853.0
2023,9,18,13,84.48,512.6,30.63,24.99,71.88,38.81,759.83
2023,9,18,14,75.56,414.98,30.44,25.03,72.87,49.75,604.83
2023,9,18,15,69.71,249.4,29.98,25.15,75.35,61.96,405.42
2023,9,18,16,69.43,111.53,29.18,25.38,80.05,74.74,187.8
2023,9,18,17,52.54,16.75,27.8,25.58,87.71,87.05,20.98
2023,9,18,18,35.14,0.0,26.69,25.28,91.91,90.0,0.0
2023,9,18,19,40.47,0.0,26.39,24.93,91.64,90.0,0.0
2023,9,18,20,41.0,0.0,26.18,24.55,90.62,90.0,0.0
2023,9,18,21,42.16,0.0,25.94,24.21,90.14,90.0,0.0
2023,9,18,22,40.14,0.0,25.74,24.0,90.12,90.0,0.0
2023,9,18,23,36.91,0.0,25.33,23.88,91.72,90.0,0.0
2023,9,19,0,27.87,0.0,24.82,23.65,93.17,90.0,0.0
2023,9,19,1,38.73,0.0,24.4,23.43,94.27,90.0,0.0
2023,9,19,2,35.78,0.0,24.01,23.21,95.27,90.0,0.0
2023,9,19,3,52.35,0.0,23.67,23.02,96.14,90.0,0.0
2023,9,19,4,50.02,0.0,23.38,22.81,96.52,90.0,0.0
2023,9,19,5,67.16,8.62,23.25,22.64,96.34,88.61,9.32
2023,9,19,6,3.25,155.45,25.16,23.87,92.59,77.5,156.2
2023,9,19,7,20.15,355.92,28.21,23.7,76.72,64.67,376.55
2023,9,19,8,11.69,564.33,29.64,22.94,67.39,52.34,582.17
2023,9,19,9,14.45,725.62,30.03,23.15,66.68,41.11,745.78
2023,9,19,10,6.23,844.67,30.5,23.52,66.35,32.29,852.17
2023,9,19,11,38.16,838.65,30.82,23.82,66.31,28.28,888.22
